text,source,label,severity,language
"Sema story. Frds நாட்டை ஆண்டுகொண்டிருந்த மன்னருக்குத் திடீரென ஒரு சந்தேகம் உதித்தது. உடனடியாக அமைச்சரை வரவழைத்தார். “நான் இந்த நாட்டை இவ்வளவு நன்றாகவும், புத்திசாலித்தனத்துடனும் ஆண்டு வருகிறேன், ஆனால் இந்த நாட்டிலும் முட்டாள்கள் இருப்பார்கள் அல்லவா?” “ஆம் மன்னா!” “அப்படியானால் அவர்களில் முதல் ஐந்து முட்டாள்கள் யார்?? அவர்களைத் தேடிக் கண்டுபிடித்துக் கூட்டிக் கொண்டு வருவது உம் பொறுப்பு” என்றார். அமைச்சருக்கு ஒன்றுமே புரியவில்லை, புத்திசாலியைக் கொண்டு வரச் சொன்னால் ஏதாவது போட்டி வைத்து வெற்றியாளரைக் கொண்டு வரலாம். முட்டாளைக் கொண்டு வரச் சொன்னால்?? என்ன செய்வது சொன்னது மன்னராயிற்றே, “சரி மன்னா” என்று ஒத்துக் கொண்டார். ஒரு மாதம் நாடு முழுவதும் பயணம் செய்து இரண்டுபேரை மட்டும் கூட்டிக்கொண்டு வந்தார். அதைப் பார்த்ததும் மன்னர், “அமைச்சரே உமக்குக் கணிதம் மறந்து விட்டதோ??” “இல்லை மன்னா! முதலில் நடந்ததை விளக்க அனுமதிக்க வேண்டும்!” என்றார் அமைச்சர். “தொடரும்” என்றார் மன்னர். “மன்னா! நான் நாடு முழுவதும் சுற்றும்போது, இவன் மாட்டு வண்டியின்மேல் அமர்ந்துகொண்டு தன் துணி மூட்டையைத் தலைமேல் வைத்து, பயணம் செய்து கொண்டிருந்தான், ஏன் அவ்வாறு செய்கிறாய்? எனக் கேட்டதற்கு என்னைச் சுமந்து செல்லும் மாடுகளுக்கு வலிக்கக்கூடாதல்லவா? அதற்குத்தான் என்றான் – இவன்தான் நம் நாட்டின் ஐந்தாவது மிகப் பெரிய முட்டாள்.”’ என்றார் அமைச்சர். “சரி அடுத்து” “இதோ இவன் தன் வீட்டுக் கூரைமேல் வளர்ந்த புல்லை மேய்க்க, எருமையைக் கூரைமேல் இழுத்துக் கொண்டிருந்தான், இவன்தான் நம் நாட்டின் நான்காவது மிகப் பெரிய முட்டாள்” “களிப்படைந்தோம் அமைச்சரே! களிப்படைந்தோம்! சரி, எங்கே அடுத்த முட்டாள்?” “அரசவையில் தீர்க்கப்பட வேண்டிய பிரச்சினைகள் எவ்வளவோ இருக்கும்போது, அதையெல்லாம் விட்டுவிட்டு முட்டாள்களைத் தேடி, கடந்த ஒரு மாதமாய் அலைந்துகொண்டிருந்த நான்தான் மூன்றாவது முட்டாள்.” மன்னருக்குச் சிரிப்பு தாங்கவில்லை, விழுந்து விழுந்து சிரித்தார். பின்னர் “அடுத்தது” என்றார். ””நாட்டில் எவ்வளவோ பிரச்சினைகள் இருக்கும்போது அதைக் கவனிக்காமல் முட்டாள்களைத் தேடிக் கொண்டிருக்கும் நீங்கள்தான் இரண்டாவது” என்றார் அமைச்சர். ஒரு நிமிடம் அரசவையே ஆடிவிட்டது. யாரும் எதுவும் பேசவில்லை. “உமது கருத்திலும் நியாயம் உள்ளது. நான் செய்ததும் தவறுதான்” என ஒத்துக் கொண்டார் மன்னர். “சரி எங்கே முதலாவது முட்டாள்?” அமைச்சர் சொன்னார்.”மன்னா! அலுவலகத்திலும், வீட்டிலும் எவ்வளவோ வேலைகள் இருந்தாலும் அதையெல்லாம் விட்டுவிட்டு social media thaan குடியென வாழ்ந்து இந்த மொக்கையான கதையை மிக சுவாரசியமாக வாசித்துக்கொன்டு நாட்டின் மிகப் பெரிய முட்டாள் யாரென்று தேடி படித்துகொண்டிருக்கிறாரே இவர்தான் அந்த முதல் முட்டாள்!” அடடா அடடா அடடடடடடடா கக்கக்க போ😀😀😀😀😀😀😀😛😛😛😛😛",telegram,,,Tamil
"*சொன்னா நம்பமாட்டீங்க.* *ஆனா இது ஓர் உண்மை சம்பவம் தான்* *நான் ஒரு கர்ப்பினி பெண்ணை எட்டி உதைச்சுட்டேன்..☹️* ..... ...... ..... ..... . *என்ன..? 😳* ....... ....... ....... . *ஆமா, எங்கம்மா வயித்துல நான் குழந்தையா இருந்த போது.. 🏃🏃*",telegram,,,Tamil
#chocolateday வாச்சேனு சாக்லேட் ஒண்ணு வாங்கி கைல குடுத்தா... இன்னொரு சாக்லேட் தாங்க எம்பையனுக்குனு கேட்டு வாங்கிட்டு போறா தம்பி...,telegram,,,Tamil
அனைவருக்கும் இனிய புத்தாண்டு நல்வாழ்த்துக்கள்🥳🥳,telegram,,,Tamil
#new year resolution,telegram,,,English
"மாணவி: சார், தமிழர்கள் தீபாவளியை எதற்குக் கொண்டாடுகிறார்கள்? ஆசிரியர்: எதற்காக கேட்கிறாய்? மாணவி: தமிழ்ச் சங்க காலத்தில் இங்கு தீபாவளி கொண்டாடப்பட்டதாகத் தெரியவில்லை. அதற்கான எந்தக் குறிப்பும் இலக்கியத்தில் இல்லை. ஆசிரியர்: அதனால் என்ன? மாணவி: இப்போது நாம் மட்டும் கொண்டாடுகிறோமே ஏன்? ஆசிரியர்: கிருஸ்தவர்கள் கிறிஸ்மஸ் கொண்டாடுகிறார்கள். இஸ்லாமியர்கள் மிலாடி நபி கொண்டாடுகிறார்கள். அதைப் போலத்தான் இதுவும். மாணவி: தமிழர்களின் பண்டிகைப் பற்றிப் பேசும்போது நீங்கள் மற்ற மதத்தின் பண்டிகைகள் பற்றி பேசுறீங்களே?! அப்படினா தீபாவளி தமிழர்களின் பண்டிகை இல்லை என்பது தெளிவாகிறது. அது இந்துமத பண்டிகை என்று புரிகிறது. ஆசிரியர்: 🥺 மாணவி: சரி, கிறிஸ்துமஸ் கிறிஸ்து பிறந்த நாள், மிலாடி நபி முகமதுநபி பிறந்தநாள். தீபாவளி யாருடைய பிறந்த நாள் சார்? ஆசிரியர்: தீபாவளி - நரகாசுரன் கொல்லப்பட்ட நாள். மாணவி: 🤔 மற்ற மதத்தவர்கள் தங்கள் மதத் தலைவர்களின் பிறந்த நாளைக் கொண்டாடும் போது இந்துமதம் மட்டும் நரகாசுரனின் இறந்த தினத்தை ஏன் இவ்வளவு ஆடம்பரமாகக் கொண்டாடுகிறது? ஆசிரியர்: நரகாசுரன் என்கிற கருப்பான பயங்கரமான அசுரன், பார்ப்பனர்கள் யாகம் செய்யவிடாமல் தடுத்தான். அதனால் பார்ப்பனர்களும் தேவர்களும், பகவானிடம் சென்று முறையிடவே கிருஷ்ண அவதாரம் எடுத்து நரகாசுரனை கொன்றாராம். மாணவி: இந்தக்கதையில் பார்ப்பனர்கள் என்பது யாரென்று புரிகிறது சார். பார்ப்பனர்கள் இன்றும் கூட இருக்கிறார்கள். அப்படியானால் அந்த அசுரர்கள் யார்? எங்கு இருக்கிறார்கள்? ஆசிரியர்: புராணங்களில் வரும் வருணனைகளை வைத்துப் பார்த்தால் பெரும்பாலான அசுரர்கள் என்பவர்கள் தமிழர்கள் தான். மாணவி: அப்படியானால் தீபாவளி பார்ப்பனர்களின் வெற்றி விழா. தமிழர்களை வீழ்த்திய நாள் 😾😾 ஆசிரியர்: 🥺 மாணவி: பார்ப்பனர்களுக்கு ஆதரவாக தமிழர்களை அழித்தக் கடவுள் எப்படி தமிழர்களுக்கு கடவுளாவார்? பிராமணர்கள் தங்களைக் காத்த அந்தப் பிராமணக் கடவுளை நினைத்து பெருமையுடன் தீபாவளி கொண்டாடலாம். ஆனால் தமிழர்களான நாம் நம் தன்மானத்தை இழந்து எப்படி தீபாவளியை கொண்டாட முடியும்? இது நமக்கு அவமானம் இல்லையா! ஆசிரியர்: 🥺 மாணவி: நரகாசுரனின் பிறந்த நாளை அல்லவா தமிழர்கள் விமரிசையாகக் கொண்டாடவேண்டும். ஆசிரியர்: நரகாசுரனின் பிறந்த நாள் தான் தெரியாதே?! மாணவி: நரகாசுரன் இறந்த நாளைக் கண்டுபிடித்த ஆரியப் வைதீக மதத்திற்கு அவரின் பிறந்த நாள் தெரியாதா? இது அயோக்கியத்தனமில்லையா? தமிழ் அறிஞர்கள் என்று கூறிக் கொள்பவர்கள் ஏன் இதுபற்றி ஒருபோதும் பேசியதில்லை? ஏன் சார் ? ஆசிரியர்: 🥺 உனக்கு ஏம்மா இவ்ளோ கோவம்? மாணவி: இனிவரும் தலைமுறைக்காவது சரியான விளக்கத்தைச் சொல்லி இனமானமிக்க தமிழர்களை உருவாக்க வேண்டும் சார்! ஆசிரியர்: நீ சொல்வது சரி தான் மா.🥺🥺🤔 தீபாவளிக்கு ஏன் திராவிட தலைவர்கள் வாழ்த்து சொல்லுவதில்லை என்பதற்கான விளக்கம் தான் இந்த பதிவு. இனிய வணக்கம் உறவுகளே 🙏🙏🙏 -பகிர்வு-",telegram,,,Tamil
Follow the தமிழ் காமெடி Memes 😜 😂 😜 channel on WhatsApp:,telegram,,,English
தமிழ் காமெடி memes😜😂😜 King of Quality,telegram,,,Tamil
"மூவர்ன கொடியை கையில் ஏந்தி கொண்டாடும் என் மகனே... துகிலுரிந்து அம்மனமாய் தொருவில் கிடக்கும் உன் பாரத தாயின் மானம் காக்க அக்கொடியை சற்று கொடு, என் அம்மன உடம்பை மறைத்துக்கொள்ள... 😢 மூவர்ணத்தை முகத்தில் பூசிக்கொண்டு முகநூலில் தேசபற்றை பறைசாற்றும் சகோதரா... பூசிய வண்ணத்தில் மிச்சத்தையாவது கொடு.. என் அம்மன உடம்பை வர்ணம் பூசி மறைத்துக்கொள்கிறேன். 😢 உங்கள் படோடோபமான சுதந்திர ஊர்வலத்தின் ஒரு ஓரத்தில் ஆடையின்றி அம்மனமாய் அநாதையாக நிற்க்கும் என்னை கண்டுகொண்டால் நீயே இந்த பாரதமாதாவின் தவப்புதல்வன். #காசுப்பூர்(மணிப்பூர்)",telegram,,,Tamil
"100 பேர் தங்கும் விடுதியில் தினமும் காலை டிபனில் *உப்புமா* பரிமாறப்பட்டது. *அந்த 100 பேரில், 80 பேர் தினமும் உப்புமாவுக்குப் பதிலாக வேறு டிபன் செய்ய வேண்டும்* என்று புகார் கூறி வந்தனர். ஆனால், மற்ற 20 பேரும் உப்புமா சாப்பிட்டு மகிழ்ந்தனர். *மீதமுள்ள 80 பேர் உப்புமாவைத் தவிர வேறு ஏதாவது சமைக்க விரும்பினர்.* இந்த குழப்பமான சூழ்நிலையில் சில முடிவு எடுக்க வேண்டியிருப்பதால், விடுதி வார்டனால், *வாக்களிக்கும் முறை முன்மொழியப்பட்டது.* இதன்படி *எந்த டிபன் அதிக வாக்குகளைப் பெறுகிறதோ அந்த டிபன் அன்றைய தினம் சமைக்கப்படும்.* *உப்புமா விரும்பும் 20 மாணவர்கள் துல்லியமாக வாக்களித்தனர்*. *மீதமுள்ள 80 பேர்* கீழ்க்கண்டவாறு வாக்களித்தனர். 18 பேர் மசாலா தோசை 16 பேர் ஆலு பரோட்டா & தாஹி 14 பேர் ரொட்டி & சப்ஜி 12 பேர் ரொட்டி & வெண்ணெய் 10 பேர் நூடுல்ஸ் 10 பேர் இட்லி சாம்பார் எனவே, *வாக்களிப்பு முடிவுகளின்படி, உப்புமா அதிக எண்ணிக்கையிலான வாக்குகளைப் பெற்றது*, அதனால், *ஒவ்வொரு நாளும் அதுவே வழங்கப்படுகிறது.* பாடம்: *மக்கள் தொகையில் 80% சுயநலவாதிகளாகவும், பிளவுபட்டவர்களாகவும், சிதறடிக்கப்பட்டவர்களாகவும் இருக்கும் வரை*, *20% பேர் நம்மை ஆளுவார்கள். இது ஒரு மௌன செய்தி. #படித்ததில்_பிடித்தது பிரதி// இது அரசியல் பதிவு இல்லை என்று சொன்னா நம்பவா போறியள்🤪",telegram,,,Tamil
"தோனி - அவனை அறிந்தவன்! ஒருவனின் பலமே தனது பலத்தை காட்டிலும் பலவீனத்தை முழுமையாக அவன் அறிந்து வைத்துக் கொள்வது தான், ஆம் தன் பலஹீனம் என்னவென்று தோனிக்கு நன்றாகவே தெரிந்திருக்கிறது 2023 ஐபில் சீசனில் மொத்தம் 16 போட்டிகளில் சென்னை அணி விளையாடியிருக்கிறது, ஒவ்வொரு போட்டியிலும் மைதானத்தில் கூடி இருந்த ரசிகர் கூட்டம் தோனியின் ஆட்டத்தை காணவே காத்து கிடந்தது இதற்கு முன்பு வரை தோனி என்றாலே பேட்டிங்கில் தனது அதிரடி ஆட்டத்தால் கிரிக்கெட் ரசிகர்களையே வியப்பில் ஆழ்த்துவார் என்றிருக்க இந்த சீசனில் அதே தோனி பேட்டிங் செய்யவே கொஞ்சம் தயக்கம் காட்டினார் என்பது தான் உண்மை, 16 போட்டிகளையும் கணக்கில் கொண்டால் தோனி சந்தித்த பந்துகள் என்னவோ வெறும் 100+ மட்டுமே... இந்தியாவின் எந்த மூலையில் சென்னை ஆடினாலும் தோனியின் ஆட்டத்தை காண ரசிகர் கூட்டம் கூடி ஆர்ப்பரித்தது, தனது பேட்டிங்கை காண ரசிகர்கள் ஆவலாக இருக்கிறார்கள் என்று அவனுக்கு நன்றாகவே தெரியும் ஆனாலும் முன் கூட்டியே இறங்கி தனது பலாக்கிரமத்தை அதிரடி ஆட்டத்தை வெளிப்படுத்த தோனி துளியும் முயற்சிக்கவில்லை அதற்கான காரணத்தை தோனியே இந்த சீசனின் போட்டி ஒன்றின் இறுதியில் கேட்கப்பட்ட வேறு கேள்வி ஒன்றுக்கு பதிலாக வெளிப்படுத்தி இருந்தான் ""நான் சர்வதேச கிரிக்கெட் போட்டிகளிலிருந்து ஓய்வு பெற்றுவிட்ட பிறகு பயிற்சி செய்வதும் இல்லை இந்த ஐபில் சீசனுக்காக கூட மார்ச் மாதத்தில் தான் பயிற்சியை தொடங்கினேன் "" தோனி மேற்கூறிய பதிலில் தான் அவன் ஏன் பேட்டிங்கில் முன் கூட்டியே இறங்கி வழமையாக செய்யும் அதிரடி எதற்கும் முயற்சி செய்யாது கிடைத்த கடைசி சொற்ப பந்துக்களில் ஓரிரு சிக்ஸர்களை விளாசி ரன்களை சேர்த்து அணியை ஒருங்கிணைத்து திறனாக வழி நடத்தி ஆட்டத்தின் வெற்றியில் மட்டுமே குறியாக இருந்ததற்கான காரணமும் இருக்கிறது ரோஹித் போல எத்தனை முறை பூஜ்ஜியத்தில் அவுட் ஆனாலும் ஓப்பனிங் மட்டுமே செய்வேன் என்று அடம் பிடிக்காமல் ரசிகர்களின் எதிர்பார்ப்புகளுக்கு இசைந்து சொதப்பாமல் தனது பலஹீனத்தை நன்கு அறிந்து எச்சூழலிலும் அது வெளிப்பட்டு அணியின் தோல்விக்கு காரணமாக அமைந்து விடக்கூடாது என்று இயங்கிய தோனியின் முதிர்ச்சி 2023 ஐபில் போட்டியின் சாம்பியன் அணியாக, 5 முறை சாம்பியன் வென்ற அணியாக, இதுவரை சென்னை அணி பங்கேற்ற 14 போட்டிகளில் 10 முறை இறுதி சுற்றுக்கு தகுதி பெற்ற அணியாக CSK அணியை உச்சியில் தூக்கி நிறுத்தியிருக்கிறது Hatsoff DHONI the mighty. ❤️",telegram,,,Tamil
நீ சும்மா இரு தல உனக்கு ஒரு சுன்னியும் தெரியாது😂,instagram,,,Tamil
View all 12 replies,instagram,,,English
அஜித் சொன்னா கேட்டுப்போம். ஆனா கண்ட நாய்க்கு எல்லாம் ஓட்டு மட்டும் போட மாட்டோம்,instagram,,,Tamil
View all 56 replies,instagram,,,English
"அஜித் fan இல்லை, சுயசிந்தனை fan🔥",instagram,,,Tamil
View all 1 replies,instagram,,,English
Enga annanukku onuna enga annan yae adipom da .!😂🔥🙌,instagram,,,Tanglish
View all 2 replies,instagram,,,English
இப்படி பச்சப்பிள்ளையை வளந்துருக்கியே தல 😂,instagram,,,Tamil
அஜித்துக்கு ஒண்ணுனா அஜித்தையே போடுவோம் 😂🔥,instagram,,,Tamil
கமெண்ட் பார்த்தால் சிரிப்பா இருக்குடா 😂😂😂,instagram,,,Tamil
heaven_life_69,instagram,,,English
1w · Edited,instagram,,,English
உன் மனசுக்கு நீ நல்லது தான் தல நெனைப்ப.. ஆனா அந்த நாய்க்கு ஓட்டு போட மாட்டோம் 😂😂😂😂😂,instagram,,,Tamil
View all 9 replies,instagram,,,English
View all 3 replies,instagram,,,English
மறக்கவும் மாட்டோம் மன்னிக்கவும் மாட்டோம்,instagram,,,Tamil
தல : இவனுங்க வேற 😂😂,instagram,,,Tamil
achuthan_pictography,instagram,,,English
"@praveen_leo_14 ivanum ipdithan.... Cc: @mantek_mani, @ae_santhosh, @suriya_kb, @santhosh_tjsk",instagram,,,English
About,instagram,,,English
Terms,instagram,,,English
Locations,instagram,,,English
Threads,instagram,,,English
Contact Uploading & Non-Users,instagram,,,English
English,instagram,,,English
pavithra_2kchennai,instagram,,,English
View all 4 replies,instagram,,,English
Already ஒருத்தன் விபூதி அடிச்சிட்டான்🙃✨📈😢,instagram,,,Tamil
Vibuthi adichathe avvan than dawww 😞,instagram,,,English
Already adichitaga bro 😂 ithula neega neega vera,instagram,,,Tanglish
⚜️ யாமிருக்க பயமேன்,instagram,,,Tamil
papu_preethi,instagram,,,English
santhosh_vijayfan2012,instagram,,,English
ஓம் முருகா போற்றி 😭😭😭😭,instagram,,,Tamil
thevishwasj__,instagram,,,English
chocolate_brown_03,instagram,,,English
hearty___siva,instagram,,,English
February 10,instagram,,,English
_sxnthx_22,instagram,,,English
Aayirathil oruvan,instagram,,,English
the_nerd_man_,instagram,,,English
venkatesh_moorthy_,instagram,,,English
captainmighty_0605,instagram,,,English
_being.harish_,instagram,,,English
கடைசி விவசாயி ❤️,instagram,,,Tamil
